"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","recordID","confidenceLocality","selectionCategory","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"user",,,,,,,,"UPCB","UPCB",,,,,,"UPCB00030915","1087","Mazziero, F.F.F.",,,,,,,,,,,,"2012","07","06",,,,"Base Areado. Floresta Ombrófida Densa. Terrícola. Crescendo em local muito sombreado e úmido no interior da floresta.",,,,"São Paulo",,"Iporanga/Apiaí","Parque Estadual Turístico do Alto Ribeira (PETAR).",,,,"0","0",,,,,,,,,,,"não","Mazziero, F.F.F",,"17/07/2012",,,"Abrodictyum rigidum (Sw.) Ebihara & Dubuisson",,,,,,,,,,,,"Hymenophyllaceae",,,,"Abrodictyum",,,,,,,"species",,,,,,,,,"rigidum",,"Abrodictyum rigidum (Sw.) Ebihara & Dubuisson",,,,,,,"Brasil",,,,,,,,,"(Sw.) Ebihara & Dubuisson","Reflora",,,,,,,,,,,,,,,,"UPCB",,"UPCB 90754",,"Albiero Jr., A.","06/07/2012",,,"METRO",,,,,"UPCB",,"Mazziero, F.F.F.","1087","2012","Mazziero, F.F.F.","2012",,"Mazziero",,"brazil","sao paulo","iporanga/apiai","parque estadual turistico do alto ribeira",,"locality","brazil_sao paulo_iporanga/apiai","brazil_sao paulo",-22.2584562,-48.7420254,"state","brazil_sao paulo","Brazil","São Paulo",,,"gdam",TRUE,-22.2584562,-48.7420254,"coord_gazet","seconds_centroid",1714855,"High","locality_exact","check_local.2state","Abrodictyum rigidum","(Sw.) Ebihara & Dubuisson","name_w_authors","Hymenophyllaceae","Abrodictyum rigidum","(Sw.) Ebihara & Dubuisson","species","name accepted","bfo-91177",,,"Abrodictyum rigidum (Sw.) Ebihara & Dubuisson","Abrodictyum","Hymenophyllaceae","high","Abrodictyum rigidum"
"speciesLink",,,"2025-04-07T10:53:26",,,"2",,"UNICAMP","UEC",,"S",,,,"159472","11","Miashike, RL; Ivanauskas, NM; Silva, JB; Machado, SD",,,,,,,,,,,,"2009","12","05",,,,,,,,"São Paulo","Iporanga","Iporanga","Parque Estadual Turístico do Alto Ribeira, Núcleo Caboclos, Trilha da Pescaria e Desmoronamento, Floresta Ombrófila Densa Aluvial. (SAD69, Zona 22J).",,,,"-24.416667","-48.566389",,,,,,,,,,,,"Sousa, AAC",,"2017-05-04",,,"Acalypha digynostachya",,,,,,,"Plantae","Magnoliopsida",,,,"Euphorbiaceae",,,,"Acalypha",,,,"digynostachya",,,,,,,,,,,,,,"Acalypha digynostachya",,,,,,,"Brazil","579","579",,,,,"-24.416667","-48.566389","Baill.","Splink","04",,,"05",,"2017",,,,"UEC017826",,,,,,,,,,,,,,,,,,,"UEC",,"Miashike, R.L.","11","2009","Sousa, A.A.C.","2017","Ivanauskas, N.M.; Silva, J.B.; Machado, S.D.","Miashike",,"brazil","sao paulo","iporanga","parque estadual turistico do alto ribeira",,"locality","brazil_sao paulo_iporanga_parque estadual turistico alto ribeira","brazil_sao paulo_iporanga_pe turistico alto ribeira",-24.528611,-48.685833,"locality","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge",TRUE,-24.416667,-48.566389,"coord_original","minutes",1270314,"High","locality_exact","ok_same_resolution","Acalypha digynostachya","Baill.","possibly_ok","Euphorbiaceae","Acalypha digynostachya","Baill.","species","name accepted","bfo-35612",,,"Acalypha digynostachya Baill.","Acalypha","Euphorbiaceae","high","Acalypha digynostachya"
"gbif","7.03660834663523e-315",,"2023-01-10 23:52:07",,"04.936.616/0001-20",,,"JBRJ","RB","RB - Rio de Janeiro Botanical Garden Herbarium Collection","PRESERVED_SPECIMEN",,,"urn:catalog:JBRJ:RB:494797","RB00494797","1420","A. Lobão; R.C. Forzza, R. Monteiro & J. Silva",,,,,"PRESENT",,,,,,"2007-10-24","2007","10","24",,,,,,,"BR","São Paulo",,"Iporanga","Estrada Apiai-Iporanga, a 20 Km de Apiai. Km 166. Parque Estadual Turístico do Alto Ribeira",,,,"-24.524167","-48.726111",,,,,,,,,,,,"A.A.C. Sousa",,"2016-07-14",,,"Acalypha gracilis Spreng.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales",,"Euphorbiaceae",,,,"Acalypha","Acalypha",,,"gracilis",,,"species",,"ACCEPTED",,"4300f8d5-1ae5-49e5-a101-63894b005868",,"StillImage;StillImage",TRUE,FALSE,"Acalypha gracilis","Acalypha gracilis Spreng.","Acalypha gracilis Spreng.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/49/47/97/00494797.jpg","Brasil","708",,,,,,"24º31´27´´","48º43´34´´W","Spreng.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RB",,"Lobao, A.","1420","2007","Sousa, A.A.C.","2016","Forzza, R.C.; Monteiro, R.; Silva, J.","Lobao",,"brazil","sao paulo","iporanga","estrada apiai-iporanga, parque estadual turistico do alto ribeira",,"locality","brazil_sao paulo_iporanga","brazil_sao paulo_iporanga",-24.51231726,-48.54624865,"county","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge",TRUE,-24.524167,-48.726111,"coord_original","seconds",267151,"High","locality_exact","check_local.2municip.","Acalypha gracilis","Spreng.","name_w_authors","Euphorbiaceae","Acalypha gracilis","Spreng.","species","name accepted","bfo-29142",,,"Acalypha gracilis Spreng.","Acalypha","Euphorbiaceae","high","Acalypha gracilis"
"speciesLink",,,"2025-06-01T12:01:46",,,"747",,"HURG","HURG",,"PreservedSpecimen",,,,"8030","s.n.","Matzenauer, W.",,,,,,,,,,,,"2019","07","26",,,,,,,,"São Paulo","Iporanga","Iporanga","Parque Estadual Turístico Alto Ribeira - Trilha Casa de Pedra.",,,,"-24.58","-48.59",,"38740",,,,,,,,,,"Matzenauer, W.",,,,,"Acanthaceae",,,,,,,"Plantae",,,,,"Acanthaceae",,,,,,,,,,,,,,,,,,,,,,"Acanthaceae",,,,,,,"Brasil",,,,,,,,,"Christenh. & H.Schneid","Splink",,,,,,,,,,"HURG00014764",,,,,,,,,,,,,,,,,,,"HURG",,"Matzenauer, W.",,"2019","Matzenauer, W.",,,"Matzenauer",,"brazil","sao paulo","iporanga","parque estadual turistico alto ribeira - trilha casa de pedra",,"locality","brazil_sao paulo_iporanga","brazil_sao paulo_iporanga",-24.51231726,-48.54624865,"county","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge",TRUE,-24.58,-48.59,"coord_original","miliseconds",1654546,"High","locality_exact","check_local.2municip.","Acanthaceae","Juss.","family_as_genus","Acanthaceae","Acanthaceae","Juss.","family","name accepted","bfo-33",,,"Acanthaceae Juss.",,"Acanthaceae","low",
"speciesLink",,,"2021-10-10T11:25:14",,,"667",,"UTFPR-SL","SHPR",,"PreservedSpecimen",,,,"2260","2087","Marcusso, G. | J.A.Lombardi; L.Temponi; J.K.Hammes; E.J.Hentz Júnior",,,,,,,,,,,,"2021","09","06",,,,,,,,"São Paulo","Apiaí","Apiaí","Parque Estadual Turístico do Alto Ribeira (PETAR)",,,,"-24.405197","-48.57315",,,,,,,,,,,,"G. Marcusso",,"2021-09-06",,,"Acianthera glanduligera",,,,,,,"Plantae","Anthophyta",,,,"Orchidaceae",,,,"Acianthera",,,,"glanduligera",,,,,,,,,,,,,,"Acianthera glanduligera",,,,,,,"Brasil",,,,,,,"24°24'18.71"" S","48°34'23.34"" W","(Lindl.) Luer","Splink","06",,,"09",,"2021",,,,"SHPR002260","América do Sul","exsicata",,,,,,,,,,,,,,,,,"SHPR",,"Marcusso, G.","2087","2021","Marcusso, G.","2021","Lombardi, J.A.; Temponi, L.; Hammes, J.K.; Hentz Junior, E.J.","Marcusso",,"brazil","sao paulo","apiai","parque estadual turistico do alto ribeira",,"locality","brazil_sao paulo_apiai","brazil_sao paulo_apiai",-24.4215147,-48.81884868,"county","brazil_sao paulo_apiai","Brazil","São Paulo","Apiaí",,"ibge",TRUE,-24.405197,-48.57315,"coord_original","miliseconds",1647334,"High","locality_exact","check_local.2municip.","Acianthera glanduligera","(Lindl.) Luer","possibly_ok","Orchidaceae","Acianthera glanduligera","(Lindl.) Luer","species","name accepted","bfo-11010",,,"Acianthera glanduligera (Lindl.) Luer","Acianthera","Orchidaceae","low","Acianthera glanduligera"
"speciesLink",,,"2025-06-04T12:51:36",,,"15",,"UNESP-RC","HRCB",,"PreservedSpecimen",,,,"68296","772","Marcusso, G.M.",,,,,,,,,,,,"2016","12","13",,,,,,,,"São Paulo","Apiaí","Apiaí",,,,,"-24.433333","-48.583333",,,,,,,,,,,,"G.M.Marcusso",,"2017-01-NA",,,"Acianthera pubescens",,,,,,,"Plantae",,,,,"Orchidaceae",,,,"Acianthera",,,,"pubescens",,,,,,,,,,,,,,"Acianthera pubescens",,,,,,,"Brasil","600","600",,,,,"24°26'S","48°35'W","(Lindl.) Pridgeon & M.W.Chase","Splink",,,,"01",,"2017",,,,"HRCB068296",,,,,,,,,,,,,,,,,,,"HRCB",,"Marcusso, G.M.","772","2016","Marcusso, G.M.","2017",,"Marcusso",,"brazil","sao paulo","apiai",,,"municipality","brazil_sao paulo_apiai","brazil_sao paulo_apiai",-24.4215147,-48.81884868,"county","brazil_sao paulo_apiai","Brazil","São Paulo","Apiaí",,"ibge",TRUE,-24.433333,-48.583333,"coord_original","minutes",1142597,"Low","coord_original","ok_same_resolution","Acianthera pubescens","(Lindl.) Pridgeon & M.W.Chase","possibly_ok","Orchidaceae","Acianthera pubescens","(Lindl.) Pridgeon & M.W.Chase","species","name accepted","bfo-11045",,,"Acianthera pubescens (Lindl.) Pridgeon & M.W.Chase","Acianthera","Orchidaceae","low","Acianthera pubescens"
"speciesLink",,,"2025-02-04T07:59:35",,,"15",,"UNESP-RC","HRCB",,"PreservedSpecimen",,,,"71126","7025","Melo, P.H.A.; Cunha, I.M.; Gonçalves, L.C.A.; Lombardi, J.A.",,,,,,,,,,,,"2017","06","25",,,,,,,,"São Paulo","Iporanga","Iporanga",,,,,"-24.544833","-48.681722",,,,,,,,,,,,"T. R. Peixoto",,"2017-10-NA",,,"Adenocalymma comosum",,,,,,,"Plantae",,,,,"Bignoniaceae",,,,"Adenocalymma",,,,"comosum",,,,,,,,,,,,,,"Adenocalymma comosum",,,,,,,"Brasil",,,,,,,"24°32'41.4""S","48°40'54.2""W","(Cham.) DC.","Splink",,,,"10",,"2017",,,,"HRCB071126",,,,,,,,,,,,,,,,,,,"HRCB",,"Melo, P.H.A.","7025","2017","Peixoto, T.R.","2017","Cunha, I.M.; Goncalves, L.C.A.; Lombardi, J.A.","Melo",,"brazil","sao paulo","iporanga",,,"municipality","brazil_sao paulo_iporanga","brazil_sao paulo_iporanga",-24.51231726,-48.54624865,"county","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge",TRUE,-24.544833,-48.681722,"coord_original","miliseconds",1111595,"Low","coord_original","ok_same_resolution","Adenocalymma comosum","(Cham.) DC.","possibly_ok","Bignoniaceae","Adenocalymma comosum","(Cham.) DC.","species","check not resolved","bfo-112334",,,"Adenocalymma comosum (Cham.) DC.","Adenocalymma","Bignoniaceae","low","Adenocalymma comosum"
"speciesLink",,,"2023-12-20T15:56:05",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"242144","353","Zuntini, AR",,,,,,,,,,,,"2011","12","01",,,,,,,,"São Paulo","Iporanga","Iporanga","Parque Estadual Turístico do Alto Ribeira, Descendo a serra pra Iporanga",,,,"-24.58","-48.59",,"38740",,,,,,,,,,"Fonseca, LHM",,"2018-12-NA",,,"Adenocalymma hatschbachii",,,,,,,"Plantae",,,,,"Bignoniaceae",,,,"Adenocalymma",,,,"hatschbachii",,,,,,,,,,,,,,"Adenocalymma hatschbachii",,,,,,,"Brasil",,,,,,,"0","0","A.H.Gentry","Splink",,,,"12",,"2018",,,,"SPF00242144",,,,,,,,,,,,,,,,,,,"SPF",,"Zuntini, A.R.","353","2011","Fonseca, L.H.M.","2018",,"Zuntini",,"brazil","sao paulo","iporanga","parque estadual turistico do alto ribeira",,"locality","brazil_sao paulo_iporanga_parque estadual turistico alto ribeira","brazil_sao paulo_iporanga_pe turistico alto ribeira",-24.528611,-48.685833,"locality","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge",TRUE,-24.58,-48.59,"coord_original","miliseconds",1351518,"High","locality_exact","ok_same_resolution","Adenocalymma hatschbachii","A.H.Gentry","possibly_ok","Bignoniaceae","Adenocalymma hatschbachii","A.H.Gentry","species","name accepted","bfo-112364",,,"Adenocalymma hatschbachii A.H.Gentry","Adenocalymma","Bignoniaceae","low","Adenocalymma hatschbachii"
"gbif","5.36892420535493e-315",,"2025-01-01 12:02:17",,,"https://specieslink.net/col/45",,"UFPR","UPCB",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/45/79025","79025","937","Mazziero, F.F.F.; Labiak, P.H.;Paciencia, M.L.B.",,,,,"PRESENT",,,,,,"2012-02-14","2012","2","14",,,,,,,"BR","São Paulo",,"Iporanga","Apiaí, Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Santana.",,,,"-24.539444","-48.693333",,,,,,,,,,,,"Mazziero, F.F.F.",,"2012-02-21",,,"Adiantum abscissum Schrad.",,,,,,,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",,"Pteridaceae",,,,"Adiantum","Adiantum",,,"abscissum",,,"species",,"ACCEPTED",,"a51fa32f-831d-49d6-8b8a-c7b52ae65b3b",,,TRUE,TRUE,"Adiantum abscissum","Adiantum abscissum Schrad.","Adiantum abscissum Schrad.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UPCB0000270","Brasil",,,,,"WGS84",,,,"Schrad.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UPCB",,"Mazziero, F.F.F.","937","2012","Mazziero, F.F.F.","2012","Labiak, P.H.; Paciencia, M.L.B.","Mazziero",,"brazil","sao paulo","iporanga","parque estadual turistico do alto ribeira",,"locality","brazil_sao paulo_iporanga_parque estadual turistico alto ribeira","brazil_sao paulo_iporanga_pe turistico alto ribeira",-24.528611,-48.685833,"locality","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge",TRUE,-24.539444,-48.693333,"coord_original","seconds",18735,"High","locality_exact","ok_same_resolution","Adiantum abscissum","Schrad.","name_w_authors","Pteridaceae","Adiantum abscissum","Schrad.","species","name accepted","bfo-91806",,,"Adiantum abscissum Schrad.","Adiantum","Pteridaceae","low","Adiantum abscissum"
"gbif","5.36891327168219e-315",,"2025-01-01 12:02:17",,,"https://specieslink.net/col/45",,"UFPR","UPCB",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/45/76295","76295","1073","Mazziero, F.F.F.",,,,,"PRESENT",,,,,,"2012-04-30","2012","4","30",,,,,,,"BR","São Paulo",,"Iporanga/Apiaí","Parque Estadual Turístico do Alto Ribeira (PETAR). Casa de Pedra - Floresta Ombrófila Densa.",,,,"-24.538889","-48.693055",,,,,,,,,,,,"Mazziero, F. F. F.",,"2012-05-15",,,"Adiantum curvatum Kaulf.",,,,,,,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",,"Pteridaceae",,,,"Adiantum","Adiantum",,,"curvatum",,,"species",,"ACCEPTED",,"a51fa32f-831d-49d6-8b8a-c7b52ae65b3b",,,TRUE,FALSE,"Adiantum curvatum","Adiantum curvatum Kaulf.","Adiantum curvatum Kaulf.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UPCB0000295","Brasil",,,,,"WGS84",,,,"Kaulf.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UPCB",,"Mazziero, F.F.F.","1073","2012","Mazziero, F.F.F.","2012",,"Mazziero",,"brazil","sao paulo","iporanga/apiai","parque estadual turistico do alto ribeira",,"locality","brazil_sao paulo_iporanga/apiai","brazil_sao paulo",-22.2584562,-48.7420254,"state","brazil_sao paulo","Brazil","São Paulo",,,"gdam",TRUE,-24.538889,-48.693055,"coord_original","seconds",18212,"High","locality_exact","check_local.2state","Adiantum curvatum","Kaulf.","name_w_authors","Pteridaceae","Adiantum curvatum","Kaulf.","species","name accepted","bfo-91815",,,"Adiantum curvatum Kaulf.","Adiantum","Pteridaceae","low","Adiantum curvatum"
