"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"PARQUE ESTADUAL ITABERABA",,"Aneuraceae","Riccardia","regnellii","(Ångstr.) K.G.Hell","ANEURACEAE Riccardia regnellii (Ångstr.) K.G.Hell","223297","GBIF","SP-BRYOPHYTA","Giancotti, C.","101",,"Latão","Bronze",,"Marsilac"
"PARQUE ESTADUAL ITABERABA","Angiosperms","Apocynaceae","Asclepias","curassavica","L.","APOCYNACEAE Asclepias curassavica L.","251809830","GBIF","Observations","Camargo, N.",,"Native","Bronze","Bronze",,"Estrada Pedra Branca, Guarulhos, SP, BR"
"PARQUE ESTADUAL ITABERABA","Angiosperms","Apocynaceae","Condylocarpon","isthmicum","(Vell.) A.DC.","APOCYNACEAE Condylocarpon isthmicum (Vell.) A.DC.","COR00109720","Splink","COR",,"566","Native","Bronze","Prata",,"Serra do Itaberaba, mata da Ambev., Vistoria conjunta com o IBAMA. Mata."
"PARQUE ESTADUAL ITABERABA","Angiosperms","Asteraceae","Achyrocline","satureioides","(Lam.) DC.","ASTERACEAE Achyrocline satureioides (Lam.) DC.","50635","GBIF","SPSF","Maruyama, A.","12","Native","Bronze","Bronze",,
"PARQUE ESTADUAL ITABERABA","Angiosperms","Asteraceae","Baccharis",,"L.","ASTERACEAE Baccharis L.","50636","GBIF","SPSF","Maruyama, A.","13",,"Latão","Bronze",,"Floresta Ombrófila Densa"
"PARQUE ESTADUAL ITABERABA","Angiosperms","Asteraceae","Bidens","squarrosa","Kunth","ASTERACEAE Bidens squarrosa Kunth","PMSP010155","GBIF","PMSP","Honda, S.","558","Native","Bronze","Prata","jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/pmsp/pmsp/0/1/1/55/pmsp00010155.dzi","Serra do Itaberaba, mata da Ambev. Vistoria conjunta com IBAMA."
"PARQUE ESTADUAL ITABERABA","Angiosperms","Asteraceae","Mikania",,"Willd.","ASTERACEAE Mikania Willd.","50644","GBIF","SPSF","Maruyama, A.","21",,"Latão","Bronze",,
"PARQUE ESTADUAL ITABERABA","Angiosperms","Asteraceae","Vernonia",,"Schreb.","ASTERACEAE Vernonia Schreb.","50633","GBIF","SPSF","Maruyama, A.","10",,"Latão","Bronze",,"Floresta Ombrófila Densa"
"PARQUE ESTADUAL ITABERABA",,"Bartramiaceae","Philonotis","hastata","(Duby) Wijk & Margad.","BARTRAMIACEAE Philonotis hastata (Duby) Wijk & Margad.","001687","GBIF","HUFABC","Yano, O.","16737",,"Bronze","Bronze","https://images.cria.org.br/viewer/HUFABC001687 | https://images.cria.org.br/viewer/HUFABC001687_1","Parque Estadual da Cantareira"
"PARQUE ESTADUAL ITABERABA","Angiosperms","Begoniaceae","Begonia","angularis","Raddi","BEGONIACEAE Begonia angularis Raddi","PMSP010132","GBIF","PMSP","Honda, S.","535","Native","Bronze","Prata","jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/pmsp/pmsp/0/1/1/32/pmsp00010132.dzi","Serra do Itaberaba, mata da Ambev. Vistoria conjunta com IBAMA."
"PARQUE ESTADUAL ITABERABA","Angiosperms","Begoniaceae","Begonia","cucullata","Willd.","BEGONIACEAE Begonia cucullata Willd.","PMSP010122","GBIF","PMSP","Honda, S.","525","Native","Bronze","Prata","jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/pmsp/pmsp/0/1/1/22/pmsp00010122.dzi","Serra do Itaberaba, mata da Ambev. Vistoria conjunta com IBAMA."
"PARQUE ESTADUAL ITABERABA","Angiosperms","Begoniaceae","Begonia","luxurians","Scheidw.","BEGONIACEAE Begonia luxurians Scheidw.","PMSP010164","GBIF","PMSP","Honda, S.","567","Native","Bronze","Prata","jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/pmsp/pmsp/0/1/1/64/pmsp00010164.dzi|jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/pmsp/pmsp/0/1/1/64/pmsp00010164_1.dzi","Serra do Itaberaba, mata da Ambev. Vistoria conjunta com IBAMA."
"PARQUE ESTADUAL ITABERABA",,"Brachytheciaceae","Helicodontium","capillare","(Hedw.) A.Jaeger","BRACHYTHECIACEAE Helicodontium capillare (Hedw.) A.Jaeger","208305","GBIF","ICN","Yano, O.","14804",,"Bronze","Bronze",,"Bairro da Cachoeira"
