"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Araliaceae","Dendropanax","cuneatus","(DC.) Decne. & Planch.","ARALIACEAE Dendropanax cuneatus (DC.) Decne. & Planch.","145707","GBIF","UEC","Farah, F.T.","2391","Native","Bronze","High","RPPN Estância Jatobá","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Araliaceae","Hydrocotyle","leucocephala","Cham. & Schltdl.","ARALIACEAE Hydrocotyle leucocephala Cham. & Schltdl.","145709","GBIF","UEC","Farah, F.T.","2387","Native","Bronze","High","RPPN Estância Jatobá","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Asteraceae","Chromolaena","laevigata","(Lam.) R.M.King & H.Rob.","ASTERACEAE Chromolaena laevigata (Lam.) R.M.King & H.Rob.","145706","GBIF","UEC","Farah, F.T.","2373","Native","Bronze","High","RPPN Estância Jatobá, Floresta Estacional Semidecidual, borda, 585 m.s.m.","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Asteraceae","Eupatorium",,"L.","ASTERACEAE Eupatorium L.","145676","GBIF","UEC","Farah, F.T.","2375",,"Bronze","High","RPPN Estância Jatobá, Floresta Estacional Semidecidual, borda","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Bromeliaceae","Tillandsia","pohliana","Mez","BROMELIACEAE Tillandsia pohliana Mez","145681","GBIF","UEC","Farah, F.T.","2386","Native","Bronze","High","RPPN Estância Jatobá","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Cannaceae","Canna",,"L.","CANNACEAE Canna L.","145677","GBIF","UEC","Farah, F.T.","2392",,"Bronze","High","RPPN Estância Jatobá","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Commelinaceae","Tripogandra","diuretica","(Mart.) Handlos","COMMELINACEAE Tripogandra diuretica (Mart.) Handlos","145711","GBIF","UEC","Farah, F.T.","2385","Native","Bronze","High","RPPN Estância Jatobá","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Cyperaceae","Rhynchospora",,"Vahl","CYPERACEAE Rhynchospora Vahl","145675","GBIF","UEC","Farah, F.T.","2382",,"Bronze","High","RPPN Estância Jatobá, Campo úmido, 585 m.s.m.","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Ferns and Lycophytes","Dennstaedtiaceae","Pteridium",,"Gled. ex Scop.","DENNSTAEDTIACEAE Pteridium Gled. ex Scop.","145705","GBIF","UEC","Farah, F.T.","2383",,"Bronze","High","RPPN Estância Jatobá, Floresta ciliar, solo encharcado, 585 m.s.m.","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Fabaceae","Chamaecrista","nictitans","(L.) Moench","FABACEAE Chamaecrista nictitans (L.) Moench","145710","GBIF","UEC","Farah, F.T.","2389","Native","Bronze","High","RPPN Estância Jatobá","Não"
