"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPOS DO JORDÃO","Angiosperms","Acanthaceae","Hygrophila","costata","Nees & T. Nees","ACANTHACEAE Hygrophila costata Nees & T. Nees","CEN00125355","Splink","CEN",,,"Native","Bronze","Bronze",,"Albernéssia. Indo para o Pìco de Itapeva."
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPOS DO JORDÃO",,"Acanthaceae","Hyophila",,"Brid.","ACANTHACEAE Hyophila Brid.","178808","GBIF","UB","Soares, A.E.R.","1869",,"Latão","Bronze",,"Campos do Jordão, centro cultural."
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPOS DO JORDÃO","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.",,"GBIF",,,,"Native","Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPOS DO JORDÃO","Angiosperms","Acanthaceae","Justicia","floribunda","(K.Koch) Wassh.","ACANTHACEAE Justicia floribunda (K.Koch) Wassh.",,"GBIF",,,,"Native","Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPOS DO JORDÃO","Angiosperms","Acanthaceae","Justicia","sellowiana","Profice","ACANTHACEAE Justicia sellowiana Profice","373537","GBIF","SP","Leitao Filho, H.F.","26762","Native","Latão","Bronze",,"estrada Campos do Jordão - Santo Antonio do Pinhal"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPOS DO JORDÃO","Angiosperms","Acanthaceae","Mendoncia","puberula","Mart.","ACANTHACEAE Mendoncia puberula Mart.","45338","GBIF","SPSF","Polisel, R.T.","1015","Native","Bronze","Ouro","https://images.cria.org.br/viewer/SPSF00045338","Parque Estadual de Campos do Jordão"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPOS DO JORDÃO","Angiosperms","Acanthaceae","Poikilacanthus","glandulosus","(Nees) Ariza","ACANTHACEAE Poikilacanthus glandulosus (Nees) Ariza","SPSF00015280","Splink","SPSF",,"285","Native","Bronze","Ouro",,"Parque Estadual de Campos do Jordão."
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPOS DO JORDÃO","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","SPSF00017531","Splink","SPSF",,,"Native","Bronze","Bronze",,"Morro do Elefante."
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPOS DO JORDÃO",,"Acanthaceae|Rubiaceae","Justicia|Gonzalagunia",,"L.|Ruiz & Pav.","ACANTHACEAE|RUBIACEAE Justicia L.|Gonzalagunia Ruiz & Pav.","441391","Splink","SP",,"285",,"Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPOS DO JORDÃO","Angiosperms","Achariaceae","Carpotroche","brasiliensis","(Raddi) A Gray","ACHARIACEAE Carpotroche brasiliensis (Raddi) A Gray","US 1471685","GBIF","US","Chase, A.","9879","Native","Ouro","Bronze","https://collections.nmnh.si.edu/media/?i=11734756; 13661257","Serra Mantiqueira"
