"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Asteraceae","Campuloclinium","macrocephalum","(Less.) DC.","ASTERACEAE Campuloclinium macrocephalum (Less.) DC.","SPSF00030143","Splink","SPSF","Guillaumon, J.R.",,"Native","Bronze","High","entre a Santa Casa e Estacao Ecologica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Asteraceae","Moquiniastrum","polymorphum","(Less.) G. Sancho","ASTERACEAE Moquiniastrum polymorphum (Less.) G. Sancho","SPSF00047156","Splink","SPSF","Guillaumon, J.R.",,"Native","Ouro","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Asteraceae","Solidago","chilensis","Meyen","ASTERACEAE Solidago chilensis Meyen","SPSF00047160","Splink","SPSF","Guillaumon, J.R.",,"Native","Prata","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Asteraceae","Tilesia","baccata","(L.) Pruski","ASTERACEAE Tilesia baccata (L.) Pruski","SPSF00047159","Splink","SPSF","Guillaumon, J.R.","s/n","Naturalized","Bronze","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Asteraceae","Vernonanthura",,"H.Rob.","ASTERACEAE Vernonanthura H.Rob.","SPSF00018424","Splink","SPSF","Jung-Mendacolli, S.L.","464",,"Ouro","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Cordiaceae","Cordia","trichotoma","(Vell.) Arráb. ex Steud.","CORDIACEAE Cordia trichotoma (Vell.) Arráb. ex Steud.","SPSF00047167","Splink","SPSF","Guillaumon, J.R.",,"Native","Bronze","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Ebenaceae","Diospyros","inconstans","Jacq.","EBENACEAE Diospyros inconstans Jacq.","003140","GBIF","HUFABC","Guillaumon, J.R.","s.n.","Native","Prata","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Fabaceae","Centrolobium","tomentosum","Guillem. ex Benth.","FABACEAE Centrolobium tomentosum Guillem. ex Benth.","SPSF00047172","Splink","SPSF","Guillaumon, J.R.",,"Native","Bronze","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Fabaceae","Copaifera","langsdorffii","Desf.","FABACEAE Copaifera langsdorffii Desf.","SPSF00047169","Splink","SPSF","Guillaumon, J.R.",,"Native","Bronze","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Fabaceae","Luetzelburgia","auriculata","(Allemão) Ducke","FABACEAE Luetzelburgia auriculata (Allemão) Ducke","SPSF00047155","Splink","SPSF","Guillaumon, J.R.",,"Native","Prata","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Fabaceae","Machaerium","stipitatum","Vogel","FABACEAE Machaerium stipitatum Vogel","SPSF00047168","Splink","SPSF","Guillaumon, J.R.",,"Native","Prata","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Meliaceae","Trichilia","pallida","Sw.","MELIACEAE Trichilia pallida Sw.","SPSF00047166","Splink","SPSF","Guillaumon, J.R.",,"Native","Prata","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Moraceae","Ficus","guaranitica","Chodat","MORACEAE Ficus guaranitica Chodat","SPSF00047171","Splink","SPSF","Guillaumon, J.R.",,"Native","Prata","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Moraceae","Ficus","insipida","Willd.","MORACEAE Ficus insipida Willd.","SPSF00047170","Splink","SPSF","Guillaumon, J.R.",,"Native","Prata","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Myrtaceae","Eugenia","acutata","Miq.","MYRTACEAE Eugenia acutata Miq.","SPSF00047185","Splink","SPSF","Guillaumon, J.R.","s/n","Native","Ouro","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Peraceae","Pera","glabrata","(Schott) Baill.","PERACEAE Pera glabrata (Schott) Baill.","SPSF00047181","Splink","SPSF","Guillaumon, J.R.","s/n","Native","Ouro","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Phytolaccaceae","Seguieria","americana","L.","PHYTOLACCACEAE Seguieria americana L.","53829","GBIF","IAC","Guillaumon, J.R.","s/nº","Native","Prata","Low","Estação Ecológica, em aceiro ao lado da Santa Casa","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Piperaceae","Piper","amalago","L.","PIPERACEAE Piper amalago L.","SPSF00047158","Splink","SPSF","Guillaumon, J.R.",,"Native","Prata","High","Estação Ecológica de Valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Rubiaceae","Borreria",,"G.Mey.","RUBIACEAE Borreria G.Mey.","29075","GBIF","IAC","Jung-Mendacolli, S.L.","456",,"Ouro","High","Estação ecológica de valinhos","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Sapotaceae","Chrysophyllum","marginatum","(Hook. & Arn.) Radlk.","SAPOTACEAE Chrysophyllum marginatum (Hook. & Arn.) Radlk.","114078","GBIF","HUEFS","Jung-Mendacolli, S.L.","468","Native","Ouro","High","Estação Ecológica de Valinhos.","Não"
"ESTAÇÃO ECOLÓGICA VALINHOS","Angiosperms","Verbenaceae","Lantana","fucata","Lindl.","VERBENACEAE Lantana fucata Lindl.","SPSF00031146","Splink","SPSF","Guillaumon, J.R.",,"Native","Latão","High","entre a Santa Casa e Estacao Ecologica de Valinhos","Não"
