"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Acanthaceae","Ruellia","geminiflora","Kunth","ACANTHACEAE Ruellia geminiflora Kunth","002025","GBIF","HUFABC","Keller, V.C.","316","Native","Latão","High","Parque Estadual do Juquery, Próximo à torre de observação do setor B"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Amaranthaceae","Froelichia","procera","(Seub.) Pedersen","AMARANTHACEAE Froelichia procera (Seub.) Pedersen","58827","GBIF","SPSF","Campos, B.H.","391","Native","Prata","High","Parque Estadual do Juquery"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Amaryllidaceae","Hippeastrum","morelianum","Lem.","AMARYLLIDACEAE Hippeastrum morelianum Lem.","2935","Splink","MACK",,"1","Native","Prata","High","Parque Estadual do Juquery"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Anacardiaceae","Lithraea","molleoides","(Vell.) Engl.","ANACARDIACEAE Lithraea molleoides (Vell.) Engl.","415185","GBIF","MBM","Fernandes, U.G.","681","Native","Bronze","High","Parque Estadual do Juquery."
"PARQUE ESTADUAL JUQUERY","Ferns and Lycophytes","Anemiaceae","Anemia","raddiana","Link","ANEMIACEAE Anemia raddiana Link","428295","GBIF","MBM","Lozano, E.D.","4261","Native","Ouro","High","Parque Estadual do Juquery, trilha para o Morro Ovo da Pata."
"PARQUE ESTADUAL JUQUERY","Angiosperms","Annonaceae","Duguetia","furfuracea","(A.St.-Hil.) Saff.","ANNONACEAE Duguetia furfuracea (A.St.-Hil.) Saff.","002183","GBIF","HUFABC","Keller, V.C.","183","Native","Latão","High","Parque Estadual do Juquery, Estrada conenctando a cabeceira da pista de aviação e a estrada para o Ovo da Pata, próximo ao entroncamento"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Apiaceae","Eryngium","canaliculatum","Cham. & Schltdl.","APIACEAE Eryngium canaliculatum Cham. & Schltdl.","165860","GBIF","SPF","Taqueda, C.S.","10","Native","Ouro","High","Parque Estadual do Juquery"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Apiaceae","Eryngium","junceum","Cham. & Schltdl.","APIACEAE Eryngium junceum Cham. & Schltdl.","002185","GBIF","HUFABC","Keller, V.C.","185","Native","Latão","High","Parque Estadual do Juquery, Estrada conenctando a cabeceira da pista de aviação e a estrada para o Ovo da Pata, próximo à pista de aviação"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Apiaceae","Eryngium","pristis","Cham. & Schltdl.","APIACEAE Eryngium pristis Cham. & Schltdl.","SPSF00027876","Splink","SPSF",,"958","Native","Ouro","High","Parque Estadual do Juquery."
"PARQUE ESTADUAL JUQUERY","Angiosperms","Apocynaceae","Asclepias","curassavica","L.","APOCYNACEAE Asclepias curassavica L.","000461","GBIF","HUFABC","Garbes, B.","1","Native","Bronze","High","Parque Estadual do Juquery, A 50m da Trilha dos Lagos"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Apocynaceae","Barjonia","erecta","(Vell.) K.Schum.","APOCYNACEAE Barjonia erecta (Vell.) K.Schum.","209803","GBIF","UEC","Campos, B.H.","369","Native","Prata","High","Parque Estadual do Juquery"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Apocynaceae","Mandevilla","coccinea","(Hook. & Arn.) Woodson","APOCYNACEAE Mandevilla coccinea (Hook. & Arn.) Woodson","SPF00166575","Splink","SPF",,"6","Native","Bronze","High","Parque Estadual do Juquery"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Apocynaceae","Mandevilla","pohliana","(Stadelm.) A.H.Gentry","APOCYNACEAE Mandevilla pohliana (Stadelm.) A.H.Gentry","SPSF00052348","Splink","SPSF",,"2707","Native","Bronze","High","Parque Estadual do Juquery."
"PARQUE ESTADUAL JUQUERY","Angiosperms","Apocynaceae","Mandevilla","velame","(A.St.-Hil.) Pichon","APOCYNACEAE Mandevilla velame (A.St.-Hil.) Pichon","SPF00152393","Splink","SPF",,"1107","Native","Ouro","High","Parque Estadual do Juquery, Cerrado e campo, com grotas de cerradão."
"PARQUE ESTADUAL JUQUERY","Angiosperms","Apocynaceae","Oxypetalum","appendiculatum","Mart.","APOCYNACEAE Oxypetalum appendiculatum Mart.","166692","GBIF","SPF","Junqueira, A.B.","s.n.","Native","Bronze","High","Parque Estadual do Juquery"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Apocynaceae","Oxypetalum","capitatum","Mart.","APOCYNACEAE Oxypetalum capitatum Mart.","165801","GBIF","SPF","Miguel, D.C.","s.n.","Native","Bronze","High","Parque Estadual do Juquery"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Apocynaceae","Oxypetalum","erectum","Mart.","APOCYNACEAE Oxypetalum erectum Mart.","002068","GBIF","HUFABC","Keller, V.C.","226","Native","Latão","High","Parque Estadual do Juquery, Setor A, estrada à esquerda antes da torre de observação"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Apocynaceae","Tabernaemontana","laeta","Mart.","APOCYNACEAE Tabernaemontana laeta Mart.","2955","Splink","MACK",,"3","Native","Bronze","High","Parque Estadual do Juquery"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Apocynaceae","Temnadenia","violacea","(Vell.) Miers","APOCYNACEAE Temnadenia violacea (Vell.) Miers","SPSF00032919","Splink","SPSF",,"1643","Native","Bronze","High","Parque Estadual do Juquery."
"PARQUE ESTADUAL JUQUERY",,"Apocynaceae","Vailia","picta","(Vahl) Morillo","APOCYNACEAE Vailia picta (Vahl) Morillo","HUEFS0176679","Splink","HUEFS",,"92",,"Ouro","High","Franco da Rocha, Parque Estadual do Juquery. Morro Grande."
"PARQUE ESTADUAL JUQUERY","Angiosperms","Araliaceae","Didymopanax","macrocarpus","(Cham. & Schltdl.) Seem.","ARALIACEAE Didymopanax macrocarpus (Cham. & Schltdl.) Seem.","SPSF00034141","Splink","SPSF",,"754","Native","Ouro","High","Parque Estadual do Juquery, Vegetação de cerrado."
"PARQUE ESTADUAL JUQUERY","Angiosperms","Araliaceae","Didymopanax","vinosus","(Cham. & Schltdl.) Marchal","ARALIACEAE Didymopanax vinosus (Cham. & Schltdl.) Marchal","80483806","GBIF","Observations","Garcia, R.",,"Native","Bronze","Low","Franco da Rocha - SP, Brasil"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Araliaceae","Hydrocotyle","pusilla","A.Rich.","ARALIACEAE Hydrocotyle pusilla A.Rich.","002033","GBIF","HUFABC","Keller, V.C.","324","Native","Latão","High","Parque Estadual do Juquery, Próximo à torre de observação do setor B"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Arecaceae","Allagoptera","campestris","(Mart.) Kuntze","ARECACEAE Allagoptera campestris (Mart.) Kuntze","143951641","GBIF","Observations","Menini, A.",,"Native","Bronze","Low","R. Miguel Segundo Lerussi, s/n - Parque Industrial, Franco da Rocha - SP, 07859-390, Brasil"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Arecaceae","Butia",,"(Becc.) Becc.","ARECACEAE Butia (Becc.) Becc.","166633","GBIF","SPF","Romero, M.","19",,"Bronze","High","Parque Estadual do Juquery"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Aristolochiaceae","Aristolochia","labiata","Willd.","ARISTOLOCHIACEAE Aristolochia labiata Willd.","PMSP019773","GBIF","PMSP","Fernandes, U.G.","547","Native","Ouro","High","Parque Estadual do Juquery, borda de cerrado sensu stricto."
"PARQUE ESTADUAL JUQUERY","Angiosperms","Asteraceae","Acanthospermum","australe","(Loefl.) Kuntze","ASTERACEAE Acanthospermum australe (Loefl.) Kuntze","002056","GBIF","HUFABC","Keller, V.C.","214","Native","Ouro","High","Parque Estadual do Juquery, Setor A, estrada à esquerda antes da torre de observação"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Asteraceae","Achyrocline","satureioides","(Lam.) DC.","ASTERACEAE Achyrocline satureioides (Lam.) DC.","SPSF00029390","Splink","SPSF",,"1130","Native","Ouro","High","Parque Estadual do Juquery."
"PARQUE ESTADUAL JUQUERY","Angiosperms","Asteraceae","Ageratum","fastigiatum","(Gardner) R.M.King & H.Rob.","ASTERACEAE Ageratum fastigiatum (Gardner) R.M.King & H.Rob.","002210","GBIF","HUFABC","Keller, V.C.","290","Native","Ouro","High","Parque Estadual do Juquery, Próximo à torre de observação do setor B"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Asteraceae","Aldama","robusta","(Gardner) E.E.Schill. & Panero","ASTERACEAE Aldama robusta (Gardner) E.E.Schill. & Panero","157365","GBIF","SPF","Farinaccio, M.A.","493","Native","Prata","High","Parque Estadual do Juquery. Trilha para o ovo da pata."
"PARQUE ESTADUAL JUQUERY","Angiosperms","Asteraceae","Aspilia","foliacea","(Spreng.) Baker","ASTERACEAE Aspilia foliacea (Spreng.) Baker","K001336443","Splink","K",,"567","Native","Ouro","High","Parque Estadual do Juquery"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Asteraceae","Aspilia","riedelii","Baker","ASTERACEAE Aspilia riedelii Baker","2840","Splink","MACK",,"19","Native","Bronze","High","Parque Estadual do Juquery"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Asteraceae","Ayapana","amygdalina","(Lam.) R.M.King & H.Rob.","ASTERACEAE Ayapana amygdalina (Lam.) R.M.King & H.Rob.","002000","GBIF","HUFABC","Keller, V.C.","68","Native","Ouro","High","Parque Estadual do Juquery, Estrada para o ovo da pata, saída à esquerda para campo nativo 500m após torre de energia"
"PARQUE ESTADUAL JUQUERY","Angiosperms","Asteraceae","Baccharis","aphylla","(Vell.) DC.","ASTERACEAE Baccharis aphylla (Vell.) DC.","K001336525","Splink","K",,"1712","Native","Ouro","High","Parque Estadual do Juquery, Próximo a área do quiosque na trilha para o morro do Ovo da Pata."
"PARQUE ESTADUAL JUQUERY","Angiosperms","Asteraceae","Baccharis","brevifolia","DC.","ASTERACEAE Baccharis brevifolia DC.","K001336527","Splink","K",,"1711","Native","Ouro","High","Parque Estadual do Juquery; trilha para morro da Pata; pista de pouso abandonada."
"PARQUE ESTADUAL JUQUERY","Angiosperms","Asteraceae","Baccharis","caprariifolia","DC.","ASTERACEAE Baccharis caprariifolia DC.","K001336524","Splink","K",,"1710","Native","Ouro","High","Parque Estadual do Juquery"
"PARQUE ESTADUAL JUQUERY",,"Asteraceae","Baccharis","cognata|Baccharis","DC.|Vahl","ASTERACEAE Baccharis cognata DC.|Baccharis tridentata Vahl","SPSF00029145","Splink","SPSF",,"1058",,"Ouro","High","Parque Estadual do Juquery."
"PARQUE ESTADUAL JUQUERY","Angiosperms","Asteraceae","Baccharis","conyzoides","(Less.) DC.","ASTERACEAE Baccharis conyzoides (Less.) DC.","2871","Splink","MACK",,"14","Native","Bronze","High","Parque Estadual do Juquery"
